"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"04.09.2022","09:10","10:48","ICE 621","16",""
"04.09.2022","10:09","11:48","ICE 623","0",""
"04.09.2022","11:08","12:48","ICE 625","22",""
"04.09.2022","12:17","13:48","ICE 627","0",""
"04.09.2022","13:05","14:48","ICE 629","19",""
"04.09.2022","13:33","15:24","ICE 817","30",""
"04.09.2022","14:18","15:48","ICE 721","0",""
"04.09.2022","15:08","16:48","ICE 2823","6",""
"04.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"04.09.2022","16:18","17:48","ICE 725","2",""
"04.09.2022","17:18","18:48","ICE 727","0",""
"04.09.2022","18:18","19:48","ICE 729","65",""
"04.09.2022","19:23","22:13","ICE 1021","15",""
"04.09.2022","20:08","21:48","ICE 823","1",""
"04.09.2022","20:24","23:12","IC 2215","22",""
"04.09.2022","23:24","01:10","ICE 619","9",""
"05.09.2022","02:39","07:02","ICE 921","10",""
"05.09.2022","04:54","06:48","ICE 523","3",""
"05.09.2022","05:34","07:24","ICE 811","0","Ausfall (Startbahnhof)"
"05.09.2022","06:17","07:48","ICE 525","49",""
"05.09.2022","07:18","08:48","ICE 527","13",""
"05.09.2022","08:18","09:48","ICE 529","9",""
"05.09.2022","09:10","10:48","ICE 621","2",""
"05.09.2022","10:09","11:48","ICE 623","9",""
"05.09.2022","11:05","12:48","ICE 625","3",""
"05.09.2022","12:17","13:48","ICE 627","8",""
"05.09.2022","13:05","14:48","ICE 629","1",""
"05.09.2022","13:33","15:24","ICE 817","0",""
"05.09.2022","14:18","15:48","ICE 721","33",""
"05.09.2022","15:08","16:48","ICE 723","0",""
"05.09.2022","16:18","17:48","ICE 725","24",""
"05.09.2022","17:02","19:39","ICE 1224","0",""
"05.09.2022","17:18","18:48","ICE 727","8",""
"05.09.2022","18:18","19:48","ICE 729","0",""
"05.09.2022","19:05","20:48","ICE 821","0",""
"05.09.2022","19:23","22:13","ICE 1021","47",""
"05.09.2022","20:08","21:48","ICE 823","3",""
"05.09.2022","20:24","23:12","IC 2215","59",""
"05.09.2022","23:24","01:10","ICE 619","13",""
"06.09.2022","02:39","07:02","ICE 921","0",""
"06.09.2022","04:54","06:48","ICE 523","0",""
"06.09.2022","05:34","07:24","ICE 811","0",""
"06.09.2022","06:17","07:48","ICE 525","0",""
"06.09.2022","07:18","08:48","ICE 527","3",""
"06.09.2022","08:18","09:48","ICE 529","0",""
"06.09.2022","09:10","10:48","ICE 621","15",""
"06.09.2022","10:09","11:48","ICE 623","3",""
"06.09.2022","11:05","12:48","ICE 625","1",""
"06.09.2022","12:17","13:48","ICE 627","1",""
"06.09.2022","13:05","14:48","ICE 629","1",""
"06.09.2022","13:33","15:24","ICE 817","0",""
"06.09.2022","14:18","15:48","ICE 721","0",""
"06.09.2022","15:08","16:48","ICE 2823","0",""
"06.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"06.09.2022","16:18","17:48","ICE 725","4",""
"06.09.2022","17:02","19:39","ICE 1224","0","Ausfall (Startbahnhof)"
"06.09.2022","17:18","18:48","ICE 727","3",""
"06.09.2022","18:18","19:48","ICE 729","0",""
"06.09.2022","19:05","20:48","ICE 821","32",""
"06.09.2022","19:23","22:13","ICE 1021","40",""
"06.09.2022","20:08","21:48","ICE 823","8",""
"06.09.2022","20:24","23:12","IC 2215","20",""
"06.09.2022","23:24","01:10","ICE 619","0",""
"07.09.2022","02:39","07:02","ICE 921","2",""
"07.09.2022","04:54","06:48","ICE 523","0",""
"07.09.2022","05:34","07:24","ICE 811","0",""
"07.09.2022","06:17","07:48","ICE 525","0",""
"07.09.2022","07:18","08:48","ICE 527","0",""
"07.09.2022","08:18","09:48","ICE 529","1",""
"07.09.2022","09:10","10:48","ICE 621","0",""
"07.09.2022","10:09","11:48","ICE 623","2",""
"07.09.2022","11:05","12:48","ICE 625","0",""
"07.09.2022","12:17","13:48","ICE 627","0",""
"07.09.2022","13:05","14:48","ICE 629","1",""
"07.09.2022","13:33","15:24","ICE 817","0",""
"07.09.2022","14:18","15:48","ICE 721","0",""
"07.09.2022","15:08","16:48","ICE 2823","0",""
"07.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"07.09.2022","16:18","17:48","ICE 725","0",""
"07.09.2022","17:02","19:39","ICE 1224","5",""
"07.09.2022","17:18","18:48","ICE 727","23",""
"07.09.2022","18:18","19:48","ICE 729","13",""
"07.09.2022","19:05","20:48","ICE 821","10",""
"07.09.2022","19:23","22:13","ICE 1021","0","Ausfall (Startbahnhof)"
"07.09.2022","20:08","21:48","ICE 823","0",""
"07.09.2022","20:24","23:12","IC 2215","52",""
"07.09.2022","23:24","01:10","ICE 619","16",""
"08.09.2022","02:39","07:02","ICE 921","0",""
"08.09.2022","04:54","06:48","ICE 523","2",""
"08.09.2022","05:34","07:24","ICE 811","0",""
"08.09.2022","06:17","07:48","ICE 525","2",""
"08.09.2022","07:18","08:48","ICE 527","0",""
"08.09.2022","08:18","09:48","ICE 529","1",""
"08.09.2022","09:10","10:48","ICE 621","0","Ausfall (Startbahnhof)"
"08.09.2022","10:09","11:48","ICE 623","2",""
"08.09.2022","11:05","12:48","ICE 625","0",""
"08.09.2022","12:17","13:48","ICE 627","45",""
"08.09.2022","13:05","14:48","ICE 629","33",""
"08.09.2022","13:33","15:24","ICE 817","11",""
"08.09.2022","14:18","15:48","ICE 721","41",""
"08.09.2022","15:08","16:48","ICE 2823","4",""
"08.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"08.09.2022","16:18","17:48","ICE 725","23",""
"08.09.2022","17:02","19:39","ICE 1224","0","Ausfall (Startbahnhof)"
"08.09.2022","17:18","18:48","ICE 727","1",""
"08.09.2022","18:18","19:48","ICE 729","25",""
"08.09.2022","19:05","20:48","ICE 821","9",""
"08.09.2022","19:23","22:13","ICE 1021","27",""
"08.09.2022","20:08","21:48","ICE 823","1",""
"08.09.2022","20:24","23:12","IC 2215","50",""
"08.09.2022","23:24","01:10","ICE 619","65",""
"15.03.2021","13:08","14:48","ICE 629","2",""
"15.03.2021","13:33","15:26","ICE 817","0",""
"15.03.2021","14:21","15:48","ICE 721","18",""
"15.03.2021","14:54","16:31","ICE 125","0",""
"15.03.2021","15:11","16:48","ICE 723","0",""
"15.03.2021","16:22","17:48","ICE 725","80",""
"15.03.2021","16:51","18:31","ICE 127","67",""
"15.03.2021","17:08","19:39","ICE 1224","54",""
"15.03.2021","17:22","18:48","ICE 727","66",""
"15.03.2021","18:22","19:48","ICE 729","21",""
"15.03.2021","18:48","20:31","ICE 129","3",""
"15.03.2021","19:08","20:48","ICE 821","26",""
"15.03.2021","20:09","21:48","ICE 823","0",""
"15.03.2021","20:27","23:12","IC 2215","2",""
"15.03.2021","20:48","22:31","ICE 221","0",""
"15.03.2021","21:51","23:59","ICE 619","0",""
"16.03.2021","21:51","23:59","ICE 619","0",""
"17.03.2021","02:39","07:02","IC 2021","0",""
"17.03.2021","04:58","06:48","ICE 523","0",""
"18.03.2021","05:27","08:15","ICE  23","4",""
"18.03.2021","06:21","07:48","ICE 525","0",""
"18.03.2021","07:21","08:48","ICE 527","0",""
"18.03.2021","07:45","09:41","ICE 815","0",""
"18.03.2021","08:20","09:48","ICE 529","0",""
"18.03.2021","08:48","10:31","ICE 121","29",""
"18.03.2021","09:13","10:48","ICE 621","34",""
"18.03.2021","10:12","11:48","ICE 623","0",""
"18.03.2021","11:08","12:48","ICE 625","0",""
"18.03.2021","12:21","13:48","ICE 627","85",""
"18.03.2021","12:48","14:31","ICE 123","0","Ausfall (Startbahnhof)"
"18.03.2021","13:08","14:48","ICE 629","39",""
"18.03.2021","13:33","15:26","ICE 817","34",""
"18.03.2021","14:21","15:48","ICE 721","6",""
"18.03.2021","14:54","16:31","ICE 125","0","Ausfall (Startbahnhof)"
"18.03.2021","15:11","16:48","ICE 723","52",""
"18.03.2021","16:22","17:48","ICE 725","6",""
"18.03.2021","16:51","18:31","ICE 127","2",""
"18.03.2021","17:08","19:39","ICE 1224","0",""
"18.03.2021","17:22","18:48","ICE 727","2",""
"18.03.2021","18:22","19:48","ICE 729","9",""
"18.03.2021","18:48","20:31","ICE 129","8",""
"18.03.2021","19:08","20:48","ICE 821","4",""
"18.03.2021","20:09","21:48","ICE 823","0",""
"18.03.2021","20:27","23:12","IC 2215","41",""
"18.03.2021","20:48","22:31","ICE 221","11",""
"18.03.2021","21:51","23:59","ICE 619","0",""
"19.03.2021","02:39","07:02","IC 2021","4",""
"19.03.2021","04:58","06:48","ICE 523","0",""
"19.03.2021","05:27","08:15","ICE  23","17",""
"19.03.2021","06:21","07:48","ICE 525","0",""
"19.03.2021","07:21","08:48","ICE 527","0",""
"19.03.2021","07:45","09:41","ICE 815","0",""
"19.03.2021","08:20","09:48","ICE 529","0",""
"19.03.2021","08:48","10:31","ICE 121","0",""
"19.03.2021","09:13","10:48","ICE 621","0",""
"19.03.2021","10:12","11:48","ICE 623","0",""
"19.03.2021","11:08","12:48","ICE 625","0",""
"19.03.2021","12:21","13:48","ICE 627","2",""
"19.03.2021","12:48","14:31","ICE 123","13",""
"19.03.2021","13:08","14:48","ICE 629","1",""
"19.03.2021","13:33","15:26","ICE 817","0",""
"19.03.2021","14:21","15:48","ICE 721","0",""
"19.03.2021","14:54","16:31","ICE 125","0",""
"19.03.2021","15:11","16:48","ICE 723","0",""
"19.03.2021","16:22","17:48","ICE 725","19",""
"19.03.2021","16:51","18:31","ICE 127","0",""
"19.03.2021","17:08","19:39","ICE 1224","0","Ausfall (Startbahnhof)"
"19.03.2021","17:22","18:48","ICE 727","0",""
"19.03.2021","18:22","19:48","ICE 729","0",""
"19.03.2021","18:48","20:31","ICE 129","0","Ausfall (Startbahnhof)"
"19.03.2021","19:08","20:48","ICE 821","2",""
"19.03.2021","20:09","21:48","ICE 823","0",""
"19.03.2021","20:27","23:12","IC 2215","20",""
"19.03.2021","20:48","22:31","ICE 221","4",""
"19.03.2021","21:24","23:31","ICE 619","9",""
"21.03.2021","18:48","20:31","ICE 129","96",""
"21.03.2021","19:08","20:48","ICE 821","0",""
"21.03.2021","20:09","21:48","ICE 823","0",""
"21.03.2021","20:27","23:12","IC 2215","0",""
"21.03.2021","20:48","22:31","ICE 221","0",""
"21.03.2021","21:51","23:59","ICE 619","0",""
"22.03.2021","04:58","06:48","ICE 523","0",""
"22.03.2021","21:51","23:59","ICE 619","10",""
"23.03.2021","05:27","08:15","ICE  23","0",""
"23.03.2021","06:21","07:48","ICE 525","0",""
"23.03.2021","07:21","08:48","ICE 527","2",""
"23.03.2021","07:45","09:41","ICE 815","0",""
"23.03.2021","08:20","09:48","ICE 529","7",""
"23.03.2021","08:48","10:31","ICE 121","0",""
"23.03.2021","09:13","10:48","ICE 621","0",""
"23.03.2021","10:12","11:48","ICE 623","0",""
"23.03.2021","11:08","12:48","ICE 625","0",""
"23.03.2021","12:21","13:48","ICE 627","2",""
"23.03.2021","12:48","14:31","ICE 123","0",""
"23.03.2021","13:08","14:48","ICE 629","2",""
"23.03.2021","13:33","15:26","ICE 817","0",""
"23.03.2021","14:21","15:48","ICE 721","0",""
"23.03.2021","14:54","16:31","ICE 125","0",""
"23.03.2021","15:11","16:48","ICE 723","0",""
"09.09.2022","04:54","06:48","ICE 523","4",""
"09.09.2022","05:34","07:24","ICE 811","0","Ausfall (Startbahnhof)"
"09.09.2022","06:17","07:48","ICE 525","47",""
"09.09.2022","07:18","08:48","ICE 527","4",""
"09.09.2022","08:18","09:48","ICE 529","4",""
"09.09.2022","09:10","10:48","ICE 621","22",""
"09.09.2022","10:09","11:48","ICE 623","25",""
"09.09.2022","11:05","12:48","ICE 625","25",""
"09.09.2022","12:17","13:48","ICE 627","36",""
"09.09.2022","13:05","14:48","ICE 629","19",""
"09.09.2022","13:33","15:24","ICE 817","0","Ausfall (Zielbahnhof)"
"09.09.2022","14:18","15:48","ICE 721","88",""
"09.09.2022","15:08","16:48","ICE 2823","38",""
"09.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"09.09.2022","16:18","17:48","ICE 725","14",""
"17.09.2022","11:05","12:48","ICE 625","0",""
"17.09.2022","12:17","13:48","ICE 627","1",""
"17.09.2022","13:05","14:48","ICE 629","14",""
"17.09.2022","14:18","15:48","ICE 721","0",""
"17.09.2022","15:08","16:48","ICE 2823","6",""
"17.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"17.09.2022","16:18","17:48","ICE 725","4",""
"17.09.2022","17:18","18:48","ICE 727","3",""
"17.09.2022","18:18","19:48","ICE 729","0",""
"17.09.2022","19:05","20:48","ICE 821","0",""
"17.09.2022","19:23","22:13","ICE 1021","9",""
"17.09.2022","20:08","21:48","ICE 823","4",""
"17.09.2022","20:24","23:12","IC 2215","76",""
"17.09.2022","23:16","02:22","IC 60403","1",""
"17.09.2022","23:24","01:10","ICE 619","0",""
"18.09.2022","02:39","07:02","ICE 921","2",""
"18.09.2022","06:17","07:48","ICE 525","0",""
"18.09.2022","07:18","08:48","ICE 527","0",""
"18.09.2022","08:18","09:48","ICE 529","0",""
"18.09.2022","09:10","10:48","ICE 621","65",""
"18.09.2022","10:09","11:48","ICE 623","23",""
"18.09.2022","11:08","12:48","ICE 625","24",""
"18.09.2022","12:17","13:48","ICE 627","17",""
"18.09.2022","13:05","14:48","ICE 629","1",""
"18.09.2022","14:18","15:48","ICE 721","5",""
"18.09.2022","15:08","16:48","ICE 723","0","Ausfall (Startbahnhof)"
"18.09.2022","16:18","17:48","ICE 725","6",""
"18.09.2022","17:18","18:48","ICE 727","2",""
"18.09.2022","18:18","19:48","ICE 729","18",""
"18.09.2022","19:05","20:48","ICE 821","0","Ausfall (Startbahnhof)"
"18.09.2022","19:23","22:15","ICE 1021","27",""
"18.09.2022","20:08","21:48","ICE 823","0",""
"18.09.2022","20:24","23:12","IC 2215","51",""
"18.09.2022","23:16","02:05","IC 60403","1",""
"18.09.2022","23:24","01:10","ICE 619","9",""
"19.09.2022","02:39","07:04","ICE 921","0",""
"19.09.2022","04:54","06:48","ICE 523","0",""
"19.09.2022","05:34","07:24","ICE 811","0",""
"19.09.2022","06:17","07:48","ICE 525","0",""
"19.09.2022","07:18","08:48","ICE 527","20",""
"19.09.2022","08:18","09:48","ICE 529","0",""
"19.09.2022","08:54","10:31","ICE 121","0",""
"19.09.2022","09:10","10:48","ICE 621","6",""
"19.09.2022","10:09","11:48","ICE 623","0",""
"19.09.2022","11:05","12:48","ICE 625","7",""
"19.09.2022","12:17","13:48","ICE 627","0",""
"19.09.2022","12:48","14:26","ICE 123","8",""
"19.09.2022","13:05","14:48","ICE 629","15",""
"19.09.2022","13:33","15:24","ICE 817","12",""
"19.09.2022","14:18","15:48","ICE 721","15",""
"19.09.2022","15:08","16:48","ICE 2823","8",""
"19.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"19.09.2022","16:18","17:48","ICE 725","23",""
"19.09.2022","16:51","18:31","ICE 127","17",""
"19.09.2022","17:02","19:36","ICE 1224","1",""
"19.09.2022","17:18","18:48","ICE 727","12",""
"19.09.2022","18:18","19:48","ICE 729","10",""
"19.09.2022","18:48","20:30","ICE 129","16",""
"19.09.2022","19:05","20:48","ICE 821","23",""
"19.09.2022","19:23","22:15","ICE 1021","0","Ausfall (Startbahnhof)"
"19.09.2022","20:08","21:48","ICE 823","9",""
"19.09.2022","20:24","23:12","IC 2215","73",""
"19.09.2022","20:50","22:31","ICE 221","3",""
"19.09.2022","23:16","02:10","IC 60403","20",""
"19.09.2022","23:24","01:10","ICE 619","21",""
"20.09.2022","02:39","07:04","ICE 921","0",""
"20.09.2022","04:54","06:48","ICE 523","1",""
"20.09.2022","05:34","07:24","ICE 811","0",""
"20.09.2022","06:17","07:48","ICE 525","10",""
"20.09.2022","07:18","08:48","ICE 527","4",""
"20.09.2022","08:18","09:48","ICE 529","29",""
"20.09.2022","08:54","10:31","ICE 121","7",""
"20.09.2022","09:10","10:48","ICE 621","21",""
"20.09.2022","10:09","11:48","ICE 623","0",""
"20.09.2022","11:05","12:48","ICE 625","1",""
"20.09.2022","12:17","13:48","ICE 627","68",""
"20.09.2022","12:48","14:26","ICE 123","13",""
"20.09.2022","13:05","14:48","ICE 629","15",""
"20.09.2022","13:33","15:24","ICE 817","1",""
"20.09.2022","14:18","15:48","ICE 721","2",""
"20.09.2022","15:08","16:48","ICE 723","0","Ausfall (Startbahnhof)"
"20.09.2022","16:18","17:48","ICE 725","2",""
"20.09.2022","16:51","18:32","ICE 127","0","Ausfall (Startbahnhof)"
"20.09.2022","17:02","19:19","ICE 1224","0",""
"20.09.2022","18:18","19:48","ICE 729","14",""
"20.09.2022","18:48","20:35","ICE 129","0",""
"20.09.2022","19:05","20:48","ICE 821","9",""
"20.09.2022","19:23","22:15","ICE 1021","13",""
"20.09.2022","20:08","21:48","ICE 823","2",""
"20.09.2022","20:24","23:12","IC 2215","57",""
"20.09.2022","23:16","02:05","IC 60403","12",""
"20.09.2022","23:24","01:10","ICE 619","9",""
"21.09.2022","02:39","07:04","ICE 921","0",""
"21.09.2022","04:54","06:50","ICE 523","0",""
"21.09.2022","05:34","07:24","ICE 811","0",""
"21.09.2022","06:17","07:48","ICE 525","0",""
"21.09.2022","07:18","08:48","ICE 527","7",""
"21.09.2022","08:18","09:48","ICE 529","0",""
"21.09.2022","08:54","10:31","ICE 121","56",""
"21.09.2022","09:10","10:48","ICE 621","75",""
"21.09.2022","10:09","11:48","ICE 623","19",""
"21.09.2022","11:05","12:48","ICE 625","28",""
"21.09.2022","12:17","13:48","ICE 627","0",""
"21.09.2022","12:48","14:26","ICE 123","12",""
"21.09.2022","13:05","14:48","ICE 629","29",""
"21.09.2022","13:33","15:24","ICE 817","0",""
"21.09.2022","14:18","15:48","ICE 721","0",""
"21.09.2022","15:08","16:48","ICE 2823","8",""
"21.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"21.09.2022","16:18","17:48","ICE 725","57",""
"21.09.2022","16:51","18:32","ICE 127","33",""
"21.09.2022","17:02","19:19","ICE 1224","11",""
"21.09.2022","17:18","18:48","ICE 727","8",""
"21.09.2022","18:18","19:48","ICE 729","41",""
"21.09.2022","18:48","20:35","ICE 129","0",""
"21.09.2022","19:05","20:48","ICE 821","7",""
"21.09.2022","19:23","22:15","ICE 1021","20",""
"21.09.2022","20:08","21:48","ICE 823","0",""
"21.09.2022","20:24","23:12","IC 2215","1",""
"21.09.2022","20:50","22:31","ICE 221","0",""
"21.09.2022","23:16","02:05","IC 60403","0",""
"21.09.2022","23:24","01:10","ICE 619","20",""
"22.09.2022","02:39","07:04","ICE 921","0",""
"22.09.2022","04:54","06:50","ICE 523","0",""
"22.09.2022","05:34","07:24","ICE 811","0",""
"22.09.2022","06:17","07:48","ICE 525","0",""
"22.09.2022","07:18","08:48","ICE 527","0",""
"22.09.2022","08:18","09:48","ICE 529","0",""
"22.09.2022","08:54","10:31","ICE 121","2",""
"22.09.2022","09:10","10:48","ICE 621","3",""
"22.09.2022","10:09","11:48","ICE 623","12",""
"22.09.2022","11:05","12:48","ICE 625","7",""
"22.09.2022","12:17","13:48","ICE 627","3",""
"22.09.2022","12:48","14:26","ICE 123","21",""
"22.09.2022","13:05","14:48","ICE 629","1",""
"22.09.2022","13:33","15:24","ICE 817","0",""
"22.09.2022","14:18","15:48","ICE 721","0",""
"22.09.2022","15:08","16:48","ICE 723","0","Ausfall (Startbahnhof)"
"22.09.2022","16:18","17:48","ICE 725","23",""
"22.09.2022","16:51","18:32","ICE 127","1",""
"22.09.2022","17:02","19:19","ICE 1224","0","Ausfall (Startbahnhof)"
"22.09.2022","17:18","18:48","ICE 727","1",""
"22.09.2022","18:18","19:48","ICE 729","21",""
"22.09.2022","18:48","20:35","ICE 129","0",""
"22.09.2022","19:05","20:48","ICE 821","2",""
"22.09.2022","19:23","22:15","ICE 1021","8",""
"22.09.2022","20:08","21:48","ICE 823","1",""
"22.09.2022","20:24","23:12","IC 2215","0","Ausfall (Startbahnhof)"
"22.09.2022","20:24","23:12","IC 2945","76",""
"22.09.2022","20:50","22:31","ICE 221","2",""
"22.09.2022","23:16","02:05","IC 60403","4",""
"22.09.2022","23:24","01:10","ICE 619","16",""
"23.09.2022","02:39","07:04","ICE 921","0",""
"23.09.2022","04:54","06:50","ICE 523","5",""
"23.09.2022","05:34","07:24","ICE 811","0",""
"23.09.2022","06:17","07:48","ICE 525","2",""
"23.09.2022","07:18","08:48","ICE 527","4",""
"23.09.2022","08:18","09:48","ICE 529","0",""
"23.09.2022","08:54","10:31","ICE 121","6",""
"23.09.2022","09:10","10:48","ICE 621","1",""
"23.09.2022","10:09","11:48","ICE 623","0",""
"23.09.2022","11:05","12:48","ICE 625","4",""
"23.09.2022","12:17","13:48","ICE 627","11",""
"23.09.2022","12:48","14:26","ICE 123","0",""
"23.09.2022","13:05","14:48","ICE 629","5",""
"23.09.2022","13:33","15:24","ICE 817","0",""
"23.09.2022","14:18","15:48","ICE 721","1",""
"23.09.2022","15:08","16:48","ICE 723","0","Ausfall (Startbahnhof)"
"23.09.2022","16:18","17:48","ICE 725","10",""
"23.09.2022","16:51","18:32","ICE 127","10",""
"23.09.2022","17:02","19:19","ICE 1224","14",""
"23.09.2022","17:18","18:48","ICE 727","36",""
"23.09.2022","18:18","19:48","ICE 729","20",""
"23.09.2022","18:48","20:35","ICE 129","0",""
"23.09.2022","19:05","20:48","ICE 821","3",""
"23.09.2022","19:23","22:15","ICE 1021","13",""
"23.09.2022","20:08","21:48","ICE 823","2",""
"23.09.2022","20:24","23:12","IC 2215","37",""
"23.09.2022","20:50","22:31","ICE 221","1",""
"23.09.2022","23:16","02:05","IC 60403","12",""
"23.09.2022","23:24","01:10","ICE 619","4",""
"24.09.2022","04:54","06:50","ICE 523","0",""
"24.09.2022","06:17","07:48","ICE 525","5",""
"24.09.2022","08:18","09:48","ICE 529","2",""
"24.09.2022","08:54","10:31","ICE 121","21",""
"24.09.2022","09:10","10:48","ICE 621","2",""
"24.09.2022","10:09","11:48","ICE 623","0",""
"24.09.2022","11:05","12:48","ICE 625","6",""
"24.09.2022","12:17","13:48","ICE 627","20",""
"24.09.2022","12:48","14:26","ICE 123","4",""
"24.09.2022","13:05","14:48","ICE 629","0",""
"24.09.2022","13:33","15:24","ICE 817","0",""
"24.09.2022","14:18","15:48","ICE 721","0",""
"24.09.2022","15:08","16:48","ICE 2823","5",""
"24.09.2022","15:08","16:48","ICE 723","0","Ausfall (Zielbahnhof)"
"24.09.2022","16:18","17:48","ICE 725","3",""
"24.09.2022","16:49","18:37","ICE 127","5",""
"24.09.2022","17:18","18:48","ICE 727","7",""
"24.09.2022","18:18","19:48","ICE 729","0",""
"24.09.2022","19:05","20:48","ICE 821","0",""
"24.09.2022","19:23","22:15","ICE 1021","2",""
"24.09.2022","20:08","21:48","ICE 823","3",""
"24.09.2022","20:24","23:12","IC 2215","7",""
